Country Name;Country Code;Series Name;Series Code;2021 [YR2021]
Indonesia;IDN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,034
Indonesia;IDN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,87
Indonesia;IDN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,703055357
Indonesia;IDN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;64,375
Indonesia;IDN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,741786363
Iran, Islamic Rep.;IRN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;5,594405594
Iran, Islamic Rep.;IRN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;14,829
Iran, Islamic Rep.;IRN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;41,905
Iran, Islamic Rep.;IRN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,719777732
Iran, Islamic Rep.;IRN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;31,25
Iran, Islamic Rep.;IRN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,192534039
Iraq;IRQ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;28,87537994
Iraq;IRQ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;10,917
Iraq;IRQ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;39,66
Iraq;IRQ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,583393363
Iraq;IRQ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;45
Iraq;IRQ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,304928208
Ireland;IRL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,5
Ireland;IRL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;57,851
Ireland;IRL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,3
Ireland;IRL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;13,58824711
Ireland;IRL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Ireland;IRL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,251475875
Isle of Man;IMN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Isle of Man;IMN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Isle of Man;IMN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Isle of Man;IMN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Isle of Man;IMN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Isle of Man;IMN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Israel;ISR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;28,33333333
Israel;ISR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;59,404
Israel;ISR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,907
Israel;ISR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,611990348
Israel;ISR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80,625
Israel;ISR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;4,976052226
Italy;ITA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;35,71428571
Italy;ITA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;40,097
Italy;ITA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;48,57
Italy;ITA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,986766416
Italy;ITA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
Italy;ITA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,720062831
Jamaica;JAM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;28,57142857
Jamaica;JAM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,421
Jamaica;JAM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;67,276
Jamaica;JAM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,6
Jamaica;JAM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;68,125
Jamaica;JAM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,466768678
Japan;JPN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;9,677419355
Japan;JPN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,507
Japan;JPN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,1
Japan;JPN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,142487369
Japan;JPN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;78,75
Japan;JPN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,018297377
Jordan;JOR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;11,53846154
Jordan;JOR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;14,489
Jordan;JOR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;39,585
Jordan;JOR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,222999278
Jordan;JOR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;46,875
Jordan;JOR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;4,811231915
Kazakhstan;KAZ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,10280374
Kazakhstan;KAZ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;64,521
Kazakhstan;KAZ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;69,411
Kazakhstan;KAZ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,3
Kazakhstan;KAZ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;69,375
Kazakhstan;KAZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,819281684
Kenya;KEN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,61383285
Kenya;KEN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;72,137
Kenya;KEN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;73,854
Kenya;KEN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,590489473
Kenya;KEN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;80,625
Kenya;KEN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,070919602
Kiribati;KIR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;6,666666667
Kiribati;KIR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Kiribati;KIR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Kiribati;KIR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,865168539
Kiribati;KIR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;76,25
Kiribati;KIR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Korea, Dem. People's Rep.;PRK;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;17,61280932
Korea, Dem. People's Rep.;PRK;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;69,482
Korea, Dem. People's Rep.;PRK;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;74,461
Korea, Dem. People's Rep.;PRK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Korea, Dem. People's Rep.;PRK;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Korea, Dem. People's Rep.;PRK;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Korea, Rep.;KOR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;19
Korea, Rep.;KOR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,622
Korea, Rep.;KOR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,08
Korea, Rep.;KOR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,145323954
Korea, Rep.;KOR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Korea, Rep.;KOR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,80900612
Kosovo;XKX;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Kosovo;XKX;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Kosovo;XKX;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Kosovo;XKX;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;10,74561161
Kosovo;XKX;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;91,875
Kosovo;XKX;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,845928815
Kuwait;KWT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;1,538461538
Kuwait;KWT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;46,498
Kuwait;KWT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;70,372
Kuwait;KWT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,308056509
Kuwait;KWT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;35
Kuwait;KWT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;6,590302545
Kyrgyz Republic;KGZ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;20,45454545
Kyrgyz Republic;KGZ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;45,083
Kyrgyz Republic;KGZ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,18
Kyrgyz Republic;KGZ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,167638428
Kyrgyz Republic;KGZ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;76,875
Kyrgyz Republic;KGZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,560775159
Lao PDR;LAO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,95121951
Lao PDR;LAO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,501
Lao PDR;LAO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,977
Lao PDR;LAO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,528351001
Lao PDR;LAO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,125
Lao PDR;LAO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Latvia;LVA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;29
Latvia;LVA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;54,291
Latvia;LVA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;60,18
Latvia;LVA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,064016104
Latvia;LVA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Latvia;LVA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,065533073
Lebanon;LBN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;4,6875
Lebanon;LBN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;27,754
Lebanon;LBN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;45,933
Lebanon;LBN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-7,001238625
Lebanon;LBN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;58,75
Lebanon;LBN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,366222464
Lesotho;LSO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;23,33333333
Lesotho;LSO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;57,125
Lesotho;LSO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;64,109
Lesotho;LSO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,557679833
Lesotho;LSO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;78,125
Lesotho;LSO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,560611244
Liberia;LBR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;10,95890411
Liberia;LBR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;72,013
Liberia;LBR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;76,263
Liberia;LBR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,986712835
Liberia;LBR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;81,25
Liberia;LBR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,99832266
Libya;LBY;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;15,95744681
Libya;LBY;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;33,847
Libya;LBY;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;47,001
Libya;LBY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;31,37251544
Libya;LBY;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;50
Libya;LBY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Liechtenstein;LIE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;28
Liechtenstein;LIE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Liechtenstein;LIE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Liechtenstein;LIE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Liechtenstein;LIE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Liechtenstein;LIE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Lithuania;LTU;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,65957447
Lithuania;LTU;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;57,352
Lithuania;LTU;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,29
Lithuania;LTU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,980848085
Lithuania;LTU;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;93,75
Lithuania;LTU;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,966924517
Luxembourg;LUX;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;35
Luxembourg;LUX;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;58,146
Luxembourg;LUX;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;61,92
Luxembourg;LUX;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,102455447
Luxembourg;LUX;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Luxembourg;LUX;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,471678357
Macao SAR, China;MAC;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Macao SAR, China;MAC;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;64,226
Macao SAR, China;MAC;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;69,094
Macao SAR, China;MAC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;19,26705638
Macao SAR, China;MAC;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Macao SAR, China;MAC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Madagascar;MDG;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;17,8807947
Madagascar;MDG;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;82,838
Madagascar;MDG;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;85,174
Madagascar;MDG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,739615738
Madagascar;MDG;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;69,375
Madagascar;MDG;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,692132177
Malawi;MWI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,91666667
Malawi;MWI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;63,152
Malawi;MWI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;67,642
Malawi;MWI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,751402609
Malawi;MWI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;77,5
Malawi;MWI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,759131112
Malaysia;MYS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;14,86486486
Malaysia;MYS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,117
Malaysia;MYS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,401
Malaysia;MYS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,092162616
Malaysia;MYS;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;50
Malaysia;MYS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,986864882
Maldives;MDV;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;4,597701149
Maldives;MDV;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;41,216
Maldives;MDV;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,558
Maldives;MDV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;41,74510055
Maldives;MDV;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,75
Maldives;MDV;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Mali;MLI;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,27272727
Mali;MLI;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,907
Mali;MLI;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;66,86
Mali;MLI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,052613569
Mali;MLI;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;63,75
Mali;MLI;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,437876252
Malta;MLT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;13,43283582
Malta;MLT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,753
Malta;MLT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,444
Malta;MLT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;11,80590307
Malta;MLT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,75
Malta;MLT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,496378474
Marshall Islands;MHL;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;6,060606061
Marshall Islands;MHL;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Marshall Islands;MHL;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Marshall Islands;MHL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,114795058
Marshall Islands;MHL;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;65,625
Marshall Islands;MHL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Mauritania;MRT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;20,26143791
Mauritania;MRT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;26,101
Mauritania;MRT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;40,557
Mauritania;MRT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,445368273
Mauritania;MRT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;48,125
Mauritania;MRT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,293994898
Mauritius;MUS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;20
Mauritius;MUS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;45,378
Mauritius;MUS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,19
Mauritius;MUS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,3993801
Mauritius;MUS;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;89,375
Mauritius;MUS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,166434352
Mexico;MEX;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;50
Mexico;MEX;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;44,347
Mexico;MEX;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,938
Mexico;MEX;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,720565298
Mexico;MEX;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,75
Mexico;MEX;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,682059196
Micronesia, Fed. Sts.;FSM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;7,142857143
Micronesia, Fed. Sts.;FSM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Micronesia, Fed. Sts.;FSM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Micronesia, Fed. Sts.;FSM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-3,188187197
Micronesia, Fed. Sts.;FSM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;61,25
Micronesia, Fed. Sts.;FSM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Moldova;MDA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;39,6039604
Moldova;MDA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;36,382
Moldova;MDA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;41,11
Moldova;MDA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;13,92999979
Moldova;MDA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;87,5
Moldova;MDA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,367566305
Monaco;MCO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;33,33333333
Monaco;MCO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Monaco;MCO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Monaco;MCO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;21,5535607
Monaco;MCO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Monaco;MCO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Mongolia;MNG;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;17,10526316
Mongolia;MNG;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;51,141
Mongolia;MNG;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;58,67
Mongolia;MNG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,636769576
Mongolia;MNG;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Mongolia;MNG;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,634517577
Montenegro;MNE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;24,69135802
Montenegro;MNE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;48,433
Montenegro;MNE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;55,394
Montenegro;MNE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;13,04346425
Montenegro;MNE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Montenegro;MNE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,555280195
Morocco;MAR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,78481013
Morocco;MAR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;20,733
Morocco;MAR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;45,3
Morocco;MAR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,929667934
Morocco;MAR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;75,625
Morocco;MAR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,942799634
Mozambique;MOZ;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;42,4
Mozambique;MOZ;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;77,827
Mozambique;MOZ;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;78,161
Mozambique;MOZ;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,327523625
Mozambique;MOZ;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
